401,2011,152,15,0.29918,0,5.396,7.9,7.03,5.374,5.93
401,2011,152,30,0.27415,0,5.406,7.9,7.04,5.394,5.936
401,2011,152,45,0.24964,0,5.417,7.91,7.06,5.414,5.952
401,2011,152,100,0.22563,0,5.426,7.92,7.07,5.433,5.955
401,2011,152,115,0.20212,0,5.433,7.93,7.08,5.45,5.961
401,2011,152,130,0.18842,0,5.443,7.93,7.08,5.458,5.968
401,2011,152,145,0.17496,0,5.454,7.93,7.09,5.48,5.972
401,2011,152,200,0.16173,0,5.464,7.92,7.09,5.495,5.981
401,2011,152,215,0.14872,0,5.473,7.93,7.1,5.507,5.981
401,2011,152,230,0.14648,0,5.481,7.93,7.1,5.515,5.977
401,2011,152,245,0.14426,0,5.488,7.93,7.1,5.526,5.975
401,2011,152,300,0.14206,0,5.492,7.94,7.11,5.533,5.975
401,2011,152,315,0.13989,0,5.496,7.95,7.11,5.542,5.972
401,2011,152,330,0.12593,0,5.501,7.95,7.11,5.547,5.974
401,2011,152,345,0.11226,0,5.506,7.95,7.11,5.553,5.975
401,2011,152,400,0.098897,0,5.511,7.95,7.12,5.557,5.981
401,2011,152,415,0.085825,0,5.525,7.94,7.13,5.562,6
401,2011,152,430,0.083902,8.7412,5.533,7.94,7.13,5.568,6.016
401,2011,152,445,0.081976,17.482,5.543,7.95,7.14,5.572,6.016
401,2011,152,500,0.080046,26.224,5.55,7.95,7.14,5.573,6.012
401,2011,152,515,0.078113,34.965,5.549,7.96,7.14,5.574,6.009
401,2011,152,530,0.11094,92.465,5.553,7.97,7.14,5.579,6.008
401,2011,152,545,0.14521,149.96,5.558,7.98,7.14,5.583,6.004
401,2011,152,600,0.18097,207.46,5.555,7.99,7.14,5.584,6.002
401,2011,152,615,0.21825,264.96,5.552,7.99,7.14,5.586,5.997
401,2011,152,630,0.2522,364.49,5.55,7.98,7.13,5.587,5.989
401,2011,152,645,0.28791,464.02,5.549,7.97,7.13,5.585,5.982
401,2011,152,700,0.32543,563.54,5.552,7.97,7.12,5.582,5.974
401,2011,152,715,0.36483,663.07,5.556,7.98,7.11,5.579,5.96
401,2011,152,730,0.42031,761.99,5.553,7.98,7.11,5.572,5.945
401,2011,152,745,0.47899,860.91,5.531,7.95,7.1,5.537,5.928
401,2011,152,800,0.54098,959.83,5.473,7.85,7.04,5.408,5.911
401,2011,152,815,0.60642,1058.8,5.365,7.71,6.787,5.07,5.895
401,2011,152,830,0.71085,1139.4,5.236,7.56,6.293,4.596,5.865
401,2011,152,845,0.82321,1220.1,5.111,7.43,5.888,4.259,5.817
401,2011,152,900,0.94394,1300.7,4.977,7.29,5.601,4.022,5.717
401,2011,152,915,1.0735,1381.4,4.858,7.16,5.425,3.87,5.559
401,2011,152,930,1.1806,1452.2,4.726,7.02,5.245,3.712,5.335
401,2011,152,945,1.2927,1523,4.609,6.895,5.105,3.528,5.039
401,2011,152,1000,1.4102,1593.8,4.502,6.757,5.004,3.469,4.755
401,2011,152,1015,1.5332,1664.6,4.4,6.629,4.9,3.389,4.51
401,2011,152,1030,1.6068,1707.7,4.351,6.566,4.853,3.393,4.322
401,2011,152,1045,1.6825,1750.8,4.305,6.497,4.807,3.248,4.173
401,2011,152,1100,1.7603,1793.9,4.225,6.399,4.729,3.18,4.067
401,2011,152,1115,1.8401,1837,4.152,6.359,4.693,3.151,3.999
401,2011,152,1130,1.9399,1842,4.164,6.365,4.66,3.126,3.944
